macNo,ev,evGol,dep,depGol
1870,KASIMPASA,0,GENÇLERBİRLİĞİ,4
1871,TRABZONSPOR,1,BURSASPOR,1
1872,FENERBAHCE,2,MANİSASPOR,1
1873,ANKARASPOR A.Ş.,0,GALATASARAY,3
1874,KAYSERISPOR,3,ANKARASPOR A.Ş.,0
1875,GALATASARAY,3,BESIKTAS,0
1876,DENİZLİSPOR,0,DİYARBAKIRSPOR,0
1877,MANİSASPOR,3,SIVASSPOR,1
1878,BÜYÜKŞEHİR BLD.SPOR,1,TRABZONSPOR,6
1879,GAZIANTEPFK,1,KASIMPASA,0
1880,GENÇLERBİRLİĞİ,2,ESKİŞEHİRSPOR,2
1881,ANTALYASPOR,1,ANKARAGUCU,0
1882,BURSASPOR,0,FENERBAHCE,1
1883,TRABZONSPOR,3,ANTALYASPOR,1
1884,BESIKTAS,0,KAYSERISPOR,1
1885,ANKARASPOR A.Ş.,0,Kulüpler,3
1886,ANKARAGUCU,1,GENÇLERBİRLİĞİ,2
1887,ESKİŞEHİRSPOR,3,GAZIANTEPFK,2
1888,DİYARBAKIRSPOR,0,MANİSASPOR,0
1889,SIVASSPOR,1,BURSASPOR,3
1890,FENERBAHCE,1,BÜYÜKŞEHİR BLD.SPOR,0
1891,KASIMPASA,1,GALATASARAY,3
1892,ANKARASPOR A.Ş.,0,Kulüpler,3
1893,GENÇLERBİRLİĞİ,2,TRABZONSPOR,2
1894,GAZIANTEPFK,1,ANKARAGUCU,3
1895,BÜYÜKŞEHİR BLD.SPOR,1,SIVASSPOR,0
1896,ANTALYASPOR,1,FENERBAHCE,2
1897,BURSASPOR,4,DİYARBAKIRSPOR,0
1898,KAYSERISPOR,0,KASIMPASA,0
1899,GALATASARAY,1,ESKİŞEHİRSPOR,1
1900,DENİZLİSPOR,1,MANİSASPOR,1
1901,TRABZONSPOR,0,GAZIANTEPFK,0
1902,DİYARBAKIRSPOR,1,BÜYÜKŞEHİR BLD.SPOR,3
1903,MANİSASPOR,0,BURSASPOR,2
1904,BESIKTAS,1,DENİZLİSPOR,0
1905,KASIMPASA,3,Kulüpler,0
1906,ESKİŞEHİRSPOR,0,KAYSERISPOR,1
1907,SIVASSPOR,2,ANTALYASPOR,0
1908,ANKARAGUCU,3,GALATASARAY,0
1909,FENERBAHCE,3,GENÇLERBİRLİĞİ,0
1910,DENİZLİSPOR,2,BURSASPOR,3
1911,BESIKTAS,2,KASIMPASA,1
1912,GENÇLERBİRLİĞİ,2,SIVASSPOR,0
1913,BÜYÜKŞEHİR BLD.SPOR,1,MANİSASPOR,0
1914,KAYSERISPOR,3,ANKARAGUCU,0
1915,GAZIANTEPFK,2,FENERBAHCE,1
1916,ANTALYASPOR,4,DİYARBAKIRSPOR,1
1917,GALATASARAY,4,TRABZONSPOR,3
1918,TRABZONSPOR,2,KAYSERISPOR,1
1919,BURSASPOR,6,BÜYÜKŞEHİR BLD.SPOR,0
1920,ESKİŞEHİRSPOR,0,BESIKTAS,1
1921,DİYARBAKIRSPOR,1,GENÇLERBİRLİĞİ,0
1922,KASIMPASA,3,DENİZLİSPOR,1
1923,MANİSASPOR,1,ANTALYASPOR,2
1924,SIVASSPOR,3,GAZIANTEPFK,0
1925,FENERBAHCE,3,GALATASARAY,1
1926,ANTALYASPOR,1,BURSASPOR,1
1927,BESIKTAS,1,ANKARAGUCU,0
1928,DENİZLİSPOR,0,BÜYÜKŞEHİR BLD.SPOR,1
1929,GAZIANTEPFK,2,DİYARBAKIRSPOR,1
1930,GENÇLERBİRLİĞİ,0,MANİSASPOR,2
1931,KASIMPASA,1,ESKİŞEHİRSPOR,1
1932,GALATASARAY,2,SIVASSPOR,0
1933,KAYSERISPOR,1,FENERBAHCE,1
1934,BURSASPOR,1,GENÇLERBİRLİĞİ,2
1935,BÜYÜKŞEHİR BLD.SPOR,1,ANTALYASPOR,0
1936,TRABZONSPOR,0,BESIKTAS,2
1937,ANKARAGUCU,2,KASIMPASA,2
1938,ESKİŞEHİRSPOR,2,DENİZLİSPOR,0
1939,MANİSASPOR,0,GAZIANTEPFK,3
1940,SIVASSPOR,2,KAYSERISPOR,4
1941,DİYARBAKIRSPOR,1,GALATASARAY,2
1942,GAZIANTEPFK,0,BURSASPOR,1
1943,BESIKTAS,3,FENERBAHCE,0
1944,KAYSERISPOR,2,DİYARBAKIRSPOR,0
1945,GENÇLERBİRLİĞİ,3,BÜYÜKŞEHİR BLD.SPOR,1
1946,ESKİŞEHİRSPOR,0,ANKARAGUCU,0
1947,DENİZLİSPOR,1,ANTALYASPOR,1
1948,KASIMPASA,3,TRABZONSPOR,1
1949,GALATASARAY,1,MANİSASPOR,1
1950,BURSASPOR,1,GALATASARAY,0
1951,FENERBAHCE,1,KASIMPASA,3
1952,ANTALYASPOR,2,GENÇLERBİRLİĞİ,0
1953,BÜYÜKŞEHİR BLD.SPOR,1,GAZIANTEPFK,1
1954,ANKARAGUCU,1,DENİZLİSPOR,0
1955,MANİSASPOR,0,KAYSERISPOR,1
1956,TRABZONSPOR,2,ESKİŞEHİRSPOR,1
1957,SIVASSPOR,0,BESIKTAS,1
1958,BESIKTAS,0,DİYARBAKIRSPOR,0
1959,KASIMPASA,2,SIVASSPOR,2
1960,ESKİŞEHİRSPOR,2,FENERBAHCE,1
1961,GAZIANTEPFK,1,ANTALYASPOR,1
1962,KAYSERISPOR,3,BURSASPOR,0
1963,GENÇLERBİRLİĞİ,2,DENİZLİSPOR,0
1964,TRABZONSPOR,3,ANKARAGUCU,0
1965,GALATASARAY,1,BÜYÜKŞEHİR BLD.SPOR,1
1966,ANTALYASPOR,2,GALATASARAY,3
1967,FENERBAHCE,3,ANKARAGUCU,2
1968,BÜYÜKŞEHİR BLD.SPOR,1,KAYSERISPOR,2
1969,DİYARBAKIRSPOR,2,KASIMPASA,2
1970,GENÇLERBİRLİĞİ,1,GAZIANTEPFK,1
1971,SIVASSPOR,2,ESKİŞEHİRSPOR,1
1972,DENİZLİSPOR,0,TRABZONSPOR,1
1973,MANİSASPOR,1,BESIKTAS,1
1974,BESIKTAS,2,BURSASPOR,3
1975,GAZIANTEPFK,2,DENİZLİSPOR,1
1976,ESKİŞEHİRSPOR,0,DİYARBAKIRSPOR,0
1977,KASIMPASA,3,MANİSASPOR,1
1978,KAYSERISPOR,1,ANTALYASPOR,2
1979,ANKARAGUCU,2,SIVASSPOR,3
1980,GALATASARAY,1,GENÇLERBİRLİĞİ,0
1981,TRABZONSPOR,0,FENERBAHCE,1
1982,FENERBAHCE,3,DENİZLİSPOR,1
1983,ESKİŞEHİRSPOR,1,MANİSASPOR,0
1984,KAYSERISPOR,1,GENÇLERBİRLİĞİ,1
1985,ANKARAGUCU,0,DİYARBAKIRSPOR,0
1986,TRABZONSPOR,3,SIVASSPOR,1
1987,GALATASARAY,1,GAZIANTEPFK,0
1988,KASIMPASA,0,BURSASPOR,2
1989,BESIKTAS,2,BÜYÜKŞEHİR BLD.SPOR,0
1990,ANTALYASPOR,0,BESIKTAS,1
1991,BÜYÜKŞEHİR BLD.SPOR,4,KASIMPASA,2
1992,DİYARBAKIRSPOR,1,TRABZONSPOR,2
1993,MANİSASPOR,0,ANKARAGUCU,0
1994,BURSASPOR,3,ESKİŞEHİRSPOR,1
1995,GAZIANTEPFK,0,KAYSERISPOR,1
1996,SIVASSPOR,1,FENERBAHCE,5
1997,DENİZLİSPOR,1,GALATASARAY,2
1998,BESIKTAS,4,GENÇLERBİRLİĞİ,1
1999,ESKİŞEHİRSPOR,2,BÜYÜKŞEHİR BLD.SPOR,1
2000,KAYSERISPOR,0,GALATASARAY,0
2001,SIVASSPOR,2,DENİZLİSPOR,0
2002,ANKARAGUCU,0,BURSASPOR,0
2003,KASIMPASA,2,ANTALYASPOR,2
2004,TRABZONSPOR,3,MANİSASPOR,0
2005,FENERBAHCE,1,DİYARBAKIRSPOR,1
2006,DİYARBAKIRSPOR,1,SIVASSPOR,1
2007,GAZIANTEPFK,2,BESIKTAS,0
2008,ANTALYASPOR,1,ESKİŞEHİRSPOR,2
2009,BÜYÜKŞEHİR BLD.SPOR,1,ANKARAGUCU,1
2010,GENÇLERBİRLİĞİ,0,KASIMPASA,2
2011,DENİZLİSPOR,1,KAYSERISPOR,0
2012,MANİSASPOR,2,FENERBAHCE,2
2013,BURSASPOR,1,TRABZONSPOR,1
2014,SIVASSPOR,1,MANİSASPOR,0
2015,ESKİŞEHİRSPOR,0,GENÇLERBİRLİĞİ,0
2016,TRABZONSPOR,0,BÜYÜKŞEHİR BLD.SPOR,0
2017,KASIMPASA,3,GAZIANTEPFK,0
2018,DİYARBAKIRSPOR,0,DENİZLİSPOR,2
2019,ANKARAGUCU,2,ANTALYASPOR,2
2020,BESIKTAS,1,GALATASARAY,1
2021,FENERBAHCE,2,BURSASPOR,3
2022,ANTALYASPOR,1,TRABZONSPOR,1
2023,BURSASPOR,3,SIVASSPOR,0
2024,KAYSERISPOR,1,BESIKTAS,2
2025,GENÇLERBİRLİĞİ,0,ANKARAGUCU,1
2026,GAZIANTEPFK,1,ESKİŞEHİRSPOR,1
2027,MANİSASPOR,2,DİYARBAKIRSPOR,1
2028,BÜYÜKŞEHİR BLD.SPOR,2,FENERBAHCE,1
2029,GALATASARAY,4,KASIMPASA,1
2030,SIVASSPOR,0,BÜYÜKŞEHİR BLD.SPOR,1
2031,KASIMPASA,2,KAYSERISPOR,2
2032,DİYARBAKIRSPOR,0,BURSASPOR,3
2033,TRABZONSPOR,3,GENÇLERBİRLİĞİ,1
2034,ANKARAGUCU,0,GAZIANTEPFK,0
2035,MANİSASPOR,0,DENİZLİSPOR,0
2036,FENERBAHCE,1,ANTALYASPOR,0
2037,ESKİŞEHİRSPOR,2,GALATASARAY,1
2038,GAZIANTEPFK,1,TRABZONSPOR,1
2039,GENÇLERBİRLİĞİ,0,FENERBAHCE,0
2040,KAYSERISPOR,1,ESKİŞEHİRSPOR,2
2041,ANTALYASPOR,3,SIVASSPOR,0
2042,BÜYÜKŞEHİR BLD.SPOR,1,DİYARBAKIRSPOR,0
2043,BURSASPOR,2,MANİSASPOR,0
2044,GALATASARAY,3,ANKARAGUCU,0
2045,DENİZLİSPOR,0,BESIKTAS,1
2046,KASIMPASA,2,BESIKTAS,2
2047,DİYARBAKIRSPOR,1,ANTALYASPOR,0
2048,MANİSASPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
2049,FENERBAHCE,1,GAZIANTEPFK,0
2050,SIVASSPOR,0,GENÇLERBİRLİĞİ,2
2051,ANKARAGUCU,3,KAYSERISPOR,0
2052,TRABZONSPOR,1,GALATASARAY,0
2053,BURSASPOR,2,DENİZLİSPOR,1
2054,BÜYÜKŞEHİR BLD.SPOR,2,BURSASPOR,1
2055,GENÇLERBİRLİĞİ,1,DİYARBAKIRSPOR,0
2056,BESIKTAS,3,ESKİŞEHİRSPOR,2
2057,DENİZLİSPOR,3,KASIMPASA,3
2058,ANTALYASPOR,0,MANİSASPOR,0
2059,GAZIANTEPFK,2,SIVASSPOR,2
2060,GALATASARAY,0,FENERBAHCE,1
2061,KAYSERISPOR,1,TRABZONSPOR,0
2062,ANKARAGUCU,0,BESIKTAS,0
2063,BÜYÜKŞEHİR BLD.SPOR,3,DENİZLİSPOR,1
2064,BURSASPOR,2,ANTALYASPOR,1
2065,DİYARBAKIRSPOR,1,GAZIANTEPFK,3
2066,MANİSASPOR,0,GENÇLERBİRLİĞİ,0
2067,ESKİŞEHİRSPOR,2,KASIMPASA,0
2068,FENERBAHCE,2,KAYSERISPOR,0
2069,SIVASSPOR,1,GALATASARAY,1
2070,GAZIANTEPFK,0,MANİSASPOR,0
2071,ANTALYASPOR,1,BÜYÜKŞEHİR BLD.SPOR,3
2072,BESIKTAS,0,TRABZONSPOR,0
2073,GENÇLERBİRLİĞİ,0,BURSASPOR,0
2074,KASIMPASA,2,ANKARAGUCU,0
2075,DENİZLİSPOR,1,ESKİŞEHİRSPOR,0
2076,GALATASARAY,4,DİYARBAKIRSPOR,1
2077,KAYSERISPOR,2,SIVASSPOR,2
2078,BURSASPOR,2,GAZIANTEPFK,0
2079,BÜYÜKŞEHİR BLD.SPOR,1,GENÇLERBİRLİĞİ,3
2080,MANİSASPOR,1,GALATASARAY,2
2081,ANKARAGUCU,3,ESKİŞEHİRSPOR,1
2082,DİYARBAKIRSPOR,0,KAYSERISPOR,3
2083,ANTALYASPOR,2,DENİZLİSPOR,1
2084,FENERBAHCE,1,BESIKTAS,0
2085,TRABZONSPOR,2,KASIMPASA,0
2086,GENÇLERBİRLİĞİ,0,ANTALYASPOR,2
2087,DENİZLİSPOR,0,ANKARAGUCU,0
2088,KAYSERISPOR,1,MANİSASPOR,2
2089,BESIKTAS,2,SIVASSPOR,2
2090,GAZIANTEPFK,2,BÜYÜKŞEHİR BLD.SPOR,3
2091,KASIMPASA,0,FENERBAHCE,1
2092,GALATASARAY,0,BURSASPOR,0
2093,ESKİŞEHİRSPOR,1,TRABZONSPOR,0
2094,ANKARAGUCU,1,TRABZONSPOR,0
2095,BURSASPOR,2,KAYSERISPOR,0
2096,FENERBAHCE,2,ESKİŞEHİRSPOR,0
2097,BÜYÜKŞEHİR BLD.SPOR,0,GALATASARAY,1
2098,ANTALYASPOR,1,GAZIANTEPFK,0
2099,DENİZLİSPOR,2,GENÇLERBİRLİĞİ,0
2100,SIVASSPOR,1,KASIMPASA,1
2101,DİYARBAKIRSPOR,1,BESIKTAS,3
2102,BESIKTAS,2,MANİSASPOR,0
2103,GAZIANTEPFK,1,GENÇLERBİRLİĞİ,1
2104,GALATASARAY,1,ANTALYASPOR,2
2105,KAYSERISPOR,1,BÜYÜKŞEHİR BLD.SPOR,1
2106,KASIMPASA,1,DİYARBAKIRSPOR,0
2107,ANKARAGUCU,0,FENERBAHCE,3
2108,ESKİŞEHİRSPOR,1,SIVASSPOR,1
2109,TRABZONSPOR,2,DENİZLİSPOR,1
2110,DENİZLİSPOR,1,GAZIANTEPFK,1
2111,SIVASSPOR,3,ANKARAGUCU,3
2112,DİYARBAKIRSPOR,0,ESKİŞEHİRSPOR,2
2113,ANTALYASPOR,4,KAYSERISPOR,0
2114,MANİSASPOR,0,KASIMPASA,0
2115,BURSASPOR,2,BESIKTAS,1
2116,GENÇLERBİRLİĞİ,2,GALATASARAY,1
2117,FENERBAHCE,1,TRABZONSPOR,1
2118,GAZIANTEPFK,0,KASIMPASA,0
2119,SIVASSPOR,2,GALATASARAY,1
2120,BUCASPOR,0,BESIKTAS,1
2121,ESKİŞEHİRSPOR,0,GENÇLERBİRLİĞİ,0
2122,ANKARAGUCU,0,TRABZONSPOR,2
2123,KARDEMİR D.Ç. KARABÜKSPOR,2,MANİSASPOR,1
2124,FENERBAHCE,4,ANTALYASPOR,0
2125,BÜYÜKŞEHİR BLD.SPOR,0,KAYSERISPOR,2
2126,BURSASPOR,1,KONYASPOR,0
2127,KONYASPOR,2,ESKİŞEHİRSPOR,1
2128,KAYSERISPOR,1,KARDEMİR D.Ç. KARABÜKSPOR,0
2129,ANTALYASPOR,1,SIVASSPOR,1
2130,BESIKTAS,0,BÜYÜKŞEHİR BLD.SPOR,2
2131,GENÇLERBİRLİĞİ,0,GAZIANTEPFK,0
2132,GALATASARAY,0,BURSASPOR,2
2133,MANİSASPOR,0,ANKARAGUCU,3
2134,KASIMPASA,0,BUCASPOR,0
2135,TRABZONSPOR,3,FENERBAHCE,2
2136,ANKARAGUCU,1,KAYSERISPOR,1
2137,GAZIANTEPFK,2,KONYASPOR,2
2138,BÜYÜKŞEHİR BLD.SPOR,3,KASIMPASA,1
2139,SIVASSPOR,0,BURSASPOR,2
2140,BUCASPOR,3,GENÇLERBİRLİĞİ,1
2141,FENERBAHCE,4,MANİSASPOR,2
2142,KARDEMİR D.Ç. KARABÜKSPOR,1,BESIKTAS,4
2143,ESKİŞEHİRSPOR,1,GALATASARAY,3
2144,ANTALYASPOR,0,TRABZONSPOR,0
2145,BURSASPOR,2,ESKİŞEHİRSPOR,1
2146,KAYSERISPOR,2,FENERBAHCE,0
2147,KONYASPOR,1,BUCASPOR,1
2148,BESIKTAS,4,ANKARAGUCU,0
2149,MANİSASPOR,1,ANTALYASPOR,2
2150,KASIMPASA,1,KARDEMİR D.Ç. KARABÜKSPOR,2
2151,TRABZONSPOR,6,SIVASSPOR,1
2152,GENÇLERBİRLİĞİ,2,BÜYÜKŞEHİR BLD.SPOR,1
2153,GALATASARAY,1,GAZIANTEPFK,0
2154,TRABZONSPOR,1,MANİSASPOR,3
2155,SIVASSPOR,1,ESKİŞEHİRSPOR,1
2156,ANKARAGUCU,3,KASIMPASA,0
2157,ANTALYASPOR,2,KAYSERISPOR,1
2158,BUCASPOR,0,GALATASARAY,1
2159,KARDEMİR D.Ç. KARABÜKSPOR,3,GENÇLERBİRLİĞİ,0
2160,FENERBAHCE,1,BESIKTAS,1
2161,BÜYÜKŞEHİR BLD.SPOR,1,KONYASPOR,0
2162,GAZIANTEPFK,0,BURSASPOR,3
2163,BURSASPOR,1,BUCASPOR,0
2164,GENÇLERBİRLİĞİ,1,ANKARAGUCU,0
2165,BESIKTAS,2,ANTALYASPOR,1
2166,ESKİŞEHİRSPOR,0,GAZIANTEPFK,1
2167,KAYSERISPOR,0,TRABZONSPOR,0
2168,KONYASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,2
2169,MANİSASPOR,3,SIVASSPOR,0
2170,GALATASARAY,3,BÜYÜKŞEHİR BLD.SPOR,1
2171,KASIMPASA,2,FENERBAHCE,6
2172,KARDEMİR D.Ç. KARABÜKSPOR,2,GALATASARAY,1
2173,BUCASPOR,0,ESKİŞEHİRSPOR,0
2174,MANİSASPOR,0,KAYSERISPOR,2
2175,FENERBAHCE,3,GENÇLERBİRLİĞİ,0
2176,ANKARAGUCU,4,KONYASPOR,1
2177,BÜYÜKŞEHİR BLD.SPOR,0,BURSASPOR,0
2178,SIVASSPOR,1,GAZIANTEPFK,1
2179,TRABZONSPOR,1,BESIKTAS,0
2180,ANTALYASPOR,3,KASIMPASA,1
2181,BURSASPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,2
2182,ESKİŞEHİRSPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
2183,GAZIANTEPFK,2,BUCASPOR,0
2184,BESIKTAS,2,MANİSASPOR,3
2185,KASIMPASA,0,TRABZONSPOR,7
2186,GENÇLERBİRLİĞİ,2,ANTALYASPOR,3
2187,KAYSERISPOR,4,SIVASSPOR,1
2188,GALATASARAY,2,ANKARAGUCU,4
2189,KONYASPOR,1,FENERBAHCE,4
2190,KARDEMİR D.Ç. KARABÜKSPOR,1,ESKİŞEHİRSPOR,2
2191,SIVASSPOR,1,BUCASPOR,1
2192,BÜYÜKŞEHİR BLD.SPOR,1,GAZIANTEPFK,0
2193,ANTALYASPOR,1,KONYASPOR,0
2194,TRABZONSPOR,3,GENÇLERBİRLİĞİ,1
2195,ANKARAGUCU,1,BURSASPOR,5
2196,MANİSASPOR,2,KASIMPASA,1
2197,FENERBAHCE,0,GALATASARAY,0
2198,KAYSERISPOR,1,BESIKTAS,0
2199,BURSASPOR,1,FENERBAHCE,1
2200,ESKİŞEHİRSPOR,0,ANKARAGUCU,0
2201,GAZIANTEPFK,0,KARDEMİR D.Ç. KARABÜKSPOR,0
2202,GALATASARAY,2,ANTALYASPOR,1
2203,GENÇLERBİRLİĞİ,2,MANİSASPOR,0
2204,KASIMPASA,1,KAYSERISPOR,2
2205,BUCASPOR,0,BÜYÜKŞEHİR BLD.SPOR,2
2206,BESIKTAS,2,SIVASSPOR,1
2207,KONYASPOR,1,TRABZONSPOR,2
2208,KAYSERISPOR,1,GENÇLERBİRLİĞİ,1
2209,KARDEMİR D.Ç. KARABÜKSPOR,3,BUCASPOR,0
2210,ANTALYASPOR,2,BURSASPOR,2
2211,ANKARAGUCU,0,GAZIANTEPFK,2
2212,FENERBAHCE,4,ESKİŞEHİRSPOR,2
2213,SIVASSPOR,0,BÜYÜKŞEHİR BLD.SPOR,4
2214,MANİSASPOR,0,KONYASPOR,1
2215,TRABZONSPOR,2,GALATASARAY,0
2216,BESIKTAS,1,KASIMPASA,1
2217,KONYASPOR,0,KAYSERISPOR,1
2218,BUCASPOR,0,ANKARAGUCU,0
2219,BURSASPOR,0,TRABZONSPOR,2
2220,ESKİŞEHİRSPOR,0,ANTALYASPOR,0
2221,GAZIANTEPFK,2,FENERBAHCE,1
2222,KASIMPASA,2,SIVASSPOR,0
2223,GENÇLERBİRLİĞİ,0,BESIKTAS,2
2224,BÜYÜKŞEHİR BLD.SPOR,2,KARDEMİR D.Ç. KARABÜKSPOR,1
2225,GALATASARAY,0,MANİSASPOR,2
2226,KASIMPASA,1,GENÇLERBİRLİĞİ,1
2227,MANİSASPOR,0,BURSASPOR,2
2228,SIVASSPOR,5,KARDEMİR D.Ç. KARABÜKSPOR,1
2229,BESIKTAS,2,KONYASPOR,2
2230,ANTALYASPOR,0,GAZIANTEPFK,1
2231,TRABZONSPOR,0,ESKİŞEHİRSPOR,0
2232,ANKARAGUCU,2,BÜYÜKŞEHİR BLD.SPOR,2
2233,KAYSERISPOR,0,GALATASARAY,0
2234,FENERBAHCE,5,BUCASPOR,2
2235,ESKİŞEHİRSPOR,2,MANİSASPOR,1
2236,KONYASPOR,2,KASIMPASA,2
2237,GAZIANTEPFK,1,TRABZONSPOR,3
2238,GENÇLERBİRLİĞİ,1,SIVASSPOR,1
2239,BÜYÜKŞEHİR BLD.SPOR,0,FENERBAHCE,1
2240,KARDEMİR D.Ç. KARABÜKSPOR,5,ANKARAGUCU,1
2241,BUCASPOR,1,ANTALYASPOR,0
2242,GALATASARAY,1,BESIKTAS,2
2243,BURSASPOR,2,KAYSERISPOR,0
2244,TRABZONSPOR,2,BUCASPOR,0
2245,MANİSASPOR,2,GAZIANTEPFK,0
2246,ANKARAGUCU,1,SIVASSPOR,1
2247,KASIMPASA,0,GALATASARAY,3
2248,BESIKTAS,1,BURSASPOR,0
2249,KONYASPOR,2,GENÇLERBİRLİĞİ,1
2250,FENERBAHCE,2,KARDEMİR D.Ç. KARABÜKSPOR,1
2251,ANTALYASPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
2252,KAYSERISPOR,2,ESKİŞEHİRSPOR,2
2253,ESKİŞEHİRSPOR,2,BESIKTAS,0
2254,KARDEMİR D.Ç. KARABÜKSPOR,2,ANTALYASPOR,0
2255,BUCASPOR,1,MANİSASPOR,1
2256,GALATASARAY,0,GENÇLERBİRLİĞİ,2
2257,SIVASSPOR,1,KONYASPOR,0
2258,BÜYÜKŞEHİR BLD.SPOR,1,TRABZONSPOR,3
2259,GAZIANTEPFK,2,KAYSERISPOR,0
2260,ANKARAGUCU,2,FENERBAHCE,1
2261,BURSASPOR,2,KASIMPASA,1
2262,TRABZONSPOR,3,KARDEMİR D.Ç. KARABÜKSPOR,0
2263,KAYSERISPOR,2,BUCASPOR,0
2264,GENÇLERBİRLİĞİ,1,BURSASPOR,5
2265,ANTALYASPOR,2,ANKARAGUCU,2
2266,FENERBAHCE,1,SIVASSPOR,0
2267,MANİSASPOR,1,BÜYÜKŞEHİR BLD.SPOR,0
2268,KONYASPOR,0,GALATASARAY,1
2269,KASIMPASA,0,ESKİŞEHİRSPOR,2
2270,BESIKTAS,1,GAZIANTEPFK,1
2271,BESIKTAS,5,BUCASPOR,1
2272,MANİSASPOR,4,KARDEMİR D.Ç. KARABÜKSPOR,2
2273,TRABZONSPOR,1,ANKARAGUCU,1
2274,GENÇLERBİRLİĞİ,0,ESKİŞEHİRSPOR,1
2275,ANTALYASPOR,0,FENERBAHCE,1
2276,KASIMPASA,0,GAZIANTEPFK,1
2277,KONYASPOR,0,BURSASPOR,0
2278,GALATASARAY,1,SIVASSPOR,0
2279,KAYSERISPOR,3,BÜYÜKŞEHİR BLD.SPOR,2
2280,KARDEMİR D.Ç. KARABÜKSPOR,0,KAYSERISPOR,0
2281,SIVASSPOR,1,ANTALYASPOR,1
2282,BUCASPOR,4,KASIMPASA,0
2283,BURSASPOR,2,GALATASARAY,0
2284,ANKARAGUCU,1,MANİSASPOR,3
2285,BÜYÜKŞEHİR BLD.SPOR,2,BESIKTAS,1
2286,GAZIANTEPFK,1,GENÇLERBİRLİĞİ,1
2287,FENERBAHCE,2,TRABZONSPOR,0
2288,ESKİŞEHİRSPOR,1,KONYASPOR,0
2289,BURSASPOR,2,SIVASSPOR,1
2290,KASIMPASA,1,BÜYÜKŞEHİR BLD.SPOR,3
2291,BESIKTAS,1,KARDEMİR D.Ç. KARABÜKSPOR,1
2292,KAYSERISPOR,2,ANKARAGUCU,1
2293,MANİSASPOR,1,FENERBAHCE,3
2294,KONYASPOR,0,GAZIANTEPFK,2
2295,TRABZONSPOR,0,ANTALYASPOR,0
2296,GENÇLERBİRLİĞİ,1,BUCASPOR,0
2297,GALATASARAY,4,ESKİŞEHİRSPOR,2
2298,BUCASPOR,3,KONYASPOR,2
2299,SIVASSPOR,2,TRABZONSPOR,3
2300,BÜYÜKŞEHİR BLD.SPOR,0,GENÇLERBİRLİĞİ,1
2301,GAZIANTEPFK,1,GALATASARAY,0
2302,KARDEMİR D.Ç. KARABÜKSPOR,1,KASIMPASA,3
2303,ESKİŞEHİRSPOR,1,BURSASPOR,1
2304,ANTALYASPOR,1,MANİSASPOR,4
2305,ANKARAGUCU,1,BESIKTAS,0
2306,FENERBAHCE,2,KAYSERISPOR,0
2307,ESKİŞEHİRSPOR,2,SIVASSPOR,1
2308,KASIMPASA,2,ANKARAGUCU,1
2309,BURSASPOR,1,GAZIANTEPFK,4
2310,GENÇLERBİRLİĞİ,2,KARDEMİR D.Ç. KARABÜKSPOR,3
2311,GALATASARAY,1,BUCASPOR,0
2312,KAYSERISPOR,2,ANTALYASPOR,0
2313,KONYASPOR,0,BÜYÜKŞEHİR BLD.SPOR,0
2314,BESIKTAS,2,FENERBAHCE,4
2315,MANİSASPOR,1,TRABZONSPOR,2
2316,BUCASPOR,0,BURSASPOR,2
2317,ANKARAGUCU,2,GENÇLERBİRLİĞİ,4
2318,BÜYÜKŞEHİR BLD.SPOR,3,GALATASARAY,1
2319,GAZIANTEPFK,2,ESKİŞEHİRSPOR,1
2320,FENERBAHCE,2,KASIMPASA,0
2321,KARDEMİR D.Ç. KARABÜKSPOR,2,KONYASPOR,1
2322,SIVASSPOR,4,MANİSASPOR,2
2323,TRABZONSPOR,3,KAYSERISPOR,3
2324,ANTALYASPOR,0,BESIKTAS,2
2325,KAYSERISPOR,1,MANİSASPOR,2
2326,KONYASPOR,0,ANKARAGUCU,2
2327,GAZIANTEPFK,3,SIVASSPOR,1
2328,GALATASARAY,0,KARDEMİR D.Ç. KARABÜKSPOR,0
2329,KASIMPASA,2,ANTALYASPOR,3
2330,BURSASPOR,1,BÜYÜKŞEHİR BLD.SPOR,1
2331,ESKİŞEHİRSPOR,1,BUCASPOR,0
2332,BESIKTAS,1,TRABZONSPOR,2
2333,GENÇLERBİRLİĞİ,2,FENERBAHCE,4
2334,MANİSASPOR,0,BESIKTAS,0
2335,KARDEMİR D.Ç. KARABÜKSPOR,1,BURSASPOR,1
2336,BÜYÜKŞEHİR BLD.SPOR,0,ESKİŞEHİRSPOR,2
2337,TRABZONSPOR,1,KASIMPASA,0
2338,ANTALYASPOR,0,GENÇLERBİRLİĞİ,0
2339,ANKARAGUCU,3,GALATASARAY,2
2340,BUCASPOR,2,GAZIANTEPFK,1
2341,SIVASSPOR,1,KAYSERISPOR,0
2342,FENERBAHCE,2,KONYASPOR,0
2343,GALATASARAY,1,FENERBAHCE,2
2344,KASIMPASA,1,MANİSASPOR,0
2345,GAZIANTEPFK,4,BÜYÜKŞEHİR BLD.SPOR,1
2346,KONYASPOR,0,ANTALYASPOR,0
